song_id;title;artist;date;peak_position;chord_progression;semitone_progression
391;It's Your Thing;The Isley Brothers;1969-06-07;2;F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7-F:7-Bb:7;6-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5
1116;Ebony Eyes;The Everly Brothers;1961-04-10;8;A:maj/2-E:maj7/5-B:9-E:maj-B:7-E:maj-A:maj-E:maj-B:7-E:maj-A:maj-E:maj-A:maj-E:maj-B:7-E:maj-A:maj-E:maj-B:7-E:maj-B:7-E:maj-A:maj-E:maj-B:7-E:maj-B:7-E:maj-A:maj-E:maj-A:maj-E:maj-B:7-E:maj-B:7-E:maj-A:maj-E:maj-B:7-E:maj-A:maj-E:maj-A:maj-E:maj-A:maj-E:maj-B:7-E:maj-N;10-7-7-5-7-5-5-7-7-5-5-7-5-7-7-5-5-7-7-5-7-5-5-7-7-5-7-5-5-7-5-7-7-5-7-5-5-7-7-5-5-7-5-7-5-7-7-5-7
414;Someone;The Rembrandts;1991-06-01;78;B:5-F#:sus4-E:sus2-B:5-F#:sus4-E:sus2-A:9-E:maj/3-A:9-E:maj/3-B:5-E:5-F#:maj-B:maj-F#:sus4-E:9-B:maj-F#:sus4-E:9-A:9-E:maj/3-A:9-E:maj/3-B:maj/5-E:9-F#:maj-E:maj-F#:maj-C#:maj/b4-E:maj-F#:maj-C#:maj/b4-E:maj-F#:maj-E:maj/3-B:sus4/b7-F#:sus4-E:9-B:maj-F#:sus4-E:9-A:9-E:maj/3-A:9-E:maj/3-B:maj/5-E:9-F#:maj-E:maj-F#:maj-C#:maj/b4-E:maj-F#:maj-C#:maj/b4-E:maj-F#:maj-E:maj/3-B:sus4/b7-C#:min-G#:7-A:maj-C#:min/5-F#:min-C#:7-D:maj-F#:min-E:maj-F#:maj-C#:maj/b4-E:maj-F#:maj-C#:maj/b4-E:maj-F#:maj-E:maj/3-B:sus4/b7-E:maj-F#:maj-C#:maj/b4-E:maj-F#:maj-C#:maj/b4-E:maj-F#:maj-E:maj/3-B:sus4/b7-E:maj7-C#:min7-A:9-E:maj-N;12-7-10-7-7-10-5-7-5-7-7-5-2-5-7-10-7-7-10-5-7-5-7-7-5-2-10-2-7-3-2-7-3-2-10-7-7-10-7-7-10-5-7-5-7-7-5-2-10-2-7-3-2-7-3-2-10-7-2-7-1-4-5-7-1-4-10-2-7-3-2-7-3-2-10-7-5-2-7-3-2-7-3-2-10-7-5-9-8-7-7
729;Pretty In Pink;Psychedelic Furs;1986-05-24;41;D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-E:min-A:maj-D:maj-E:min-A:maj-D:maj-E:min-A:maj-D:maj-E:min-A:maj-E:min-F#:min-G:maj-F#:min-E:min-F#:min-G:maj-F#:min-D:maj-E:min-A:maj-D:maj-E:min-A:maj-D:maj-E:min-A:maj-D:maj-E:min-A:maj-E:min-F#:min-G:maj-F#:min-E:min-F#:min-G:maj-F#:min-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-E:min-A:maj-D:maj-E:min-A:maj-D:maj-E:min-A:maj-D:maj-E:min-A:maj-E:min-F#:min-G:maj-F#:min-E:min-F#:min-G:maj-F#:min-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-N;3-5-2-5-5-2-5-5-2-5-5-2-5-2-5-5-2-5-5-2-5-5-2-5-7-2-1-11-10-2-1-11-8-2-5-5-2-5-5-2-5-5-2-5-7-2-1-11-10-2-1-11-8-5-2-5-5-2-5-5-2-5-5-2-5-2-5-5-2-5-5-2-5-5-2-5-7-2-1-11-10-2-1-11-8-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-2
378;The Humpty Dance;Digital Underground;1990-04-28;11;Eb:maj-N-Eb:maj-N;4-8-4-8
1138;Torn Between Two Lovers;Mary MacGregor;1976-12-18;1;F:7/3-A:maj-C:min-F:7-Bb:maj-C:min-F:9-Bb:maj-C:min-F:7-Bb:maj-C:min-F:9-Bb:maj-G:min-C:min-Eb:maj-C:min-F:7-C:min-F:9-Bb:maj-Eb:maj-F:7-Bb:maj-C:min-F:9-Bb:maj-G:min-C:min-Eb:maj-C:min-F:7-C:min-F:7-D:min-G:7-C:min-F:7-Bb:maj-G:7-C:min-F:7-D:min-G:7-C:min-F:7-Bb:maj-C:min-F:9-Bb:maj-C:min-F:7-Bb:maj-C:min-F:9-Bb:maj-G:min-C:min-Eb:maj-C:min-F:7-C:min-F:7-D:min-G:7-C:min-F:7-Bb:maj-G:7-C:min-F:7-D:min-G:7-C:min-F:7-Bb:maj-C:min-F:9-Bb:maj-G:min-C:min-Eb:maj-C:min-F:7-C:min-F:7-D:min-G:7-C:min-F:7-Bb:maj-G:7-C:min-F:7-D:min-G:7-C:min-F:7-Bb:maj-G:7-C:min-F:7-D:min-G:7-C:min-F:7-Bb:maj-G:7-N;6-4-3-5-5-2-5-5-2-5-5-2-5-5-9-5-3-9-5-7-5-5-5-2-5-2-5-5-9-5-3-9-5-7-5-9-5-5-5-5-9-5-5-9-5-5-5-5-2-5-5-2-5-5-2-5-5-9-5-3-9-5-7-5-9-5-5-5-5-9-5-5-9-5-5-5-5-2-5-5-9-5-3-9-5-7-5-9-5-5-5-5-9-5-5-9-5-5-5-5-9-5-5-9-5-5-5-5-9-4
682;Brandy (You're A Fine Girl);Looking Glass;1972-08-19;1;C#:min-A:maj-C#:min-A:maj-E:maj/5-B:maj-A:maj-E:maj/3-F#:min-B:sus4(b7,-E:maj-A:maj-C#:min-F#:min-A:maj-D:maj-A:maj-E:maj-A:maj-C#:min-F#:min-A:maj-E:maj-A:maj-C#:min-F#:min-A:maj-D:maj-A:maj-E:maj-A:maj-C#:min-F#:min-A:maj-E:maj-C#:min-A:maj-C#:min-A:maj-E:maj/5-B:maj-A:maj-E:maj/3-F#:min-B:sus4(b7,-E:maj-A:maj-C#:min-F#:min-A:maj-D:maj-A:maj-E:maj-A:maj-C#:min-F#:min-A:maj-E:maj-A:maj-C#:min-F#:min-A:maj-D:maj-A:maj-E:maj-A:maj-C#:min-F#:min-A:maj-E:maj-C#:min-A:maj-C#:min-A:maj-E:maj/5-B:maj-A:maj-E:maj/3-F#:min-B:sus4(b7,-C#:min-A:maj7-C#:min/b7-A:maj7-C#:min/b7-D:maj7-C#:min7-A:maj-E:maj/5-B:maj-A:maj-E:maj/3-F#:min-B:sus4(b7,-E:maj-A:maj-C#:min-F#:min-A:maj-D:maj-A:maj-E:maj-A:maj-C#:min-F#:min-A:maj-E:maj-C#:min-A:maj-C#:min-A:maj-E:maj/5-B:maj-A:maj-E:maj/3-F#:min-B:sus4(b7,-C#:min-A:maj-C#:min-A:maj-E:maj/5-B:maj-A:maj-E:maj/3-F#:min-B:sus4(b7,-C#:min-N;2-8-4-8-7-7-10-7-2-5-5-5-4-5-3-5-7-7-5-4-5-3-7-5-4-5-3-5-7-7-5-4-5-3-7-9-8-4-8-7-7-10-7-2-5-5-5-4-5-3-5-7-7-5-4-5-3-7-5-4-5-3-5-7-7-5-4-5-3-7-9-8-4-8-7-7-10-7-2-5-2-8-4-8-4-1-11-8-7-7-10-7-2-5-5-5-4-5-3-5-7-7-5-4-5-3-7-9-8-4-8-7-7-10-7-2-5-2-8-4-8-7-7-10-7-2-5-2-10
985;Dancing Machine;The Jacksons;1974-08-10;2;Ab:1/1-N-Ab:1/1-N-Cb:1/1-Db:1/1-Ab:min11-Eb:min7-E:7-F:hdim7-Db:7/4-Ab:min7-N-Ab:1/1-N-Ab:1/1-N-Cb:1/1-Db:1/1-Ab:min11-N-Ab:1/1-N-Ab:1/1-N-Cb:1/1-Db:1/1-Ab:min11-Db:7/3-Gb:maj(9)-Db:7/3-Ab:7-Db:7/3-Gb:maj(9)-Db:7/3-Ab:7-Db:7/3-Gb:maj(9)-Db:7/3-Ab:7-Db:7/3-Gb:maj(9)-Db:7/3-Ab:7-Db:7/3-Gb:maj(9)-Db:7/3-Ab:7-Db:7/3-Gb:maj(9)-Db:7/3-Ab:7-Db:7/3-Gb:maj(9)-Db:7/3-Ab:7-Db:7/3-N;9-3-9-3-12-2-7-7-1-1-8-7-3-9-3-9-3-12-2-7-3-9-3-9-3-12-2-7-5-5-7-7-5-5-7-7-5-5-7-7-5-5-7-7-5-5-7-7-5-5-7-7-5-5-7-7-5-10
300;Here I Go Again;Whitesnake;1987-09-26;1;G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj/3-C:maj/3-A:min-D:maj-A:min-D:maj-E:min-A:min-C:maj-G:maj-E:min-A:min-C:maj-D:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj/3-C:maj/3-A:min-D:maj-A:min-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-B:1/1-A:min-D:maj-A:min-D:maj-C:maj-D:maj-G:maj-D:maj/4-C:maj/5-D:maj/4-G:maj-D:maj/4-C:maj/5-D:maj/4-G:maj-D:maj/3-C:maj/3-A:min-D:maj-A:min-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-B:1/1-A:min-D:maj-A:min-D:maj-C:maj-D:maj-E:min-A:min-E:min-A:min-E:min-A:min-E:min-A:min-C:maj-D:maj-G:maj-D:maj/4-C:maj/5-D:maj/4-G:maj-D:maj/4-C:maj/5-D:maj/4-G:maj-D:maj/3-C:maj/3-A:min-D:maj-A:min-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-B:1/1-A:min-D:maj-A:min-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-B:1/1-A:min-D:maj-A:min-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-D:maj-C:maj-B:1/1;8-7-10-7-7-10-7-7-10-7-7-10-7-7-10-9-5-7-5-2-5-3-7-9-5-3-2-5-7-10-7-7-10-7-7-10-9-5-7-5-10-2-5-5-2-10-2-5-5-2-10-2-5-5-2-10-11-10-5-7-5-10-2-5-7-10-2-5-7-10-2-5-7-10-9-5-7-5-10-2-5-5-2-10-2-5-5-2-10-2-5-5-2-10-11-10-5-7-5-10-2-2-5-7-5-7-5-7-5-3-2-5-7-10-2-5-7-10-2-5-7-10-9-5-7-5-10-2-5-5-2-10-2-5-5-2-10-2-5-5-2-10-11-10-5-7-5-10-2-5-5-2-10-2-5-5-2-10-2-5-5-2-10-11-10-5-7-5-10-2-5-5-2-10-2-5-5-2-10-2-5-5-2-10-11
180;Beautiful;Gordon Lightfoot;1972-07-01;58;B:maj7-G:maj9-B:maj7-G:maj9-B:maj7-E:maj7-B:maj7-E:maj7-B:maj7-G:maj9-B:maj7-E:maj7-B:maj7-E:maj7-B:maj7-G:maj9-B:maj7-E:maj7-B:maj7-E:maj7-B:maj7-E:maj7-B:maj7-E:maj/5-F#:sus4(b7-B:maj7-G:maj9-B:maj7-G:maj9-B:maj7;12-8-4-8-4-5-7-5-7-8-4-5-7-5-7-8-4-5-7-5-7-5-7-5-2-5-8-4-8-4
372;Scarlet Fever;Kenny Rogers;1983-08-20;94;D:maj-G:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-A:maj-G:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj(9)-A:sus4(b7)-D:sus4-G:maj-E:min11-A:sus4(b7)-D:maj-G:maj(9)-A:sus4(b7)-D:sus4-G:maj-E:min11-A:sus4(b7)-D:maj-G:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj-D:maj-G:maj-A:maj-D:maj-G:maj-A:maj-D:maj-G:maj(9)-A:sus4(b7)-D:sus4-G:maj-E:min11-A:sus4(b7)-D:maj-G:maj(9)-A:sus4(b7)-D:sus4-G:maj-E:min11-A:sus4(b7)-D:maj-N;3-5-7-5-2-5-5-2-5-5-7-5-2-5-5-2-5-7-10-7-5-2-5-5-2-5-5-2-5-5-9-5-5-5-2-5-5-9-5-5-5-7-5-2-5-5-2-5-5-7-5-2-5-5-2-5-5-2-5-5-9-5-5-5-2-5-5-9-5-5-9
302;Do You Want To Know A Secret;The Beatles;1964-03-28;2;E:min-F#:hdim7-E:min-A:maj-B:maj-E:maj-G#:min-G:min-F#:min-B:7-E:maj-G#:min-G:min-F#:min-B:7-E:maj-G#:min-G:min-F#:min-B:7(b9)/b2-E:maj-G#:min-G:min-F#:min-B:7-E:maj-G#:min-G:min-F#:min-B:7-A:maj-B:maj-C#:min-A:maj-B:maj-E:maj-G#:min-G:min-F#:min-B:7-E:maj-G#:min-G:min-F#:min-B:7-E:maj-G#:min-G:min-F#:min-B:7(b9)/b2-E:maj-G#:min-G:min-F#:min-B:7-E:maj-G#:min-G:min-F#:min-B:7-A:maj-B:maj-C#:min-A:maj-B:maj-A:maj-F#:min-C#:min-B:min-A:maj-F#:min-C#:min-B:min-F#:min-B:7-E:maj-G#:min-G:min-F#:min-B:7-E:maj-G#:min-G:min-F#:min-B:7-E:maj-G#:min-G:min-F#:min-B:7(b9)/b2-E:maj-G#:min-G:min-F#:min-B:7-E:maj-G#:min-G:min-F#:min-B:7-A:maj-B:maj-C#:min-A:maj-B:maj-C#:min-A:maj-B:maj-C#:min-A:maj-B:maj;5-2-10-5-2-5-4-11-11-5-5-4-11-11-5-5-4-11-11-5-5-4-11-11-5-5-4-11-11-5-10-2-2-8-2-5-4-11-11-5-5-4-11-11-5-5-4-11-11-5-5-4-11-11-5-5-4-11-11-5-10-2-2-8-2-10-9-7-10-10-9-7-10-7-5-5-4-11-11-5-5-4-11-11-5-5-4-11-11-5-5-4-11-11-5-5-4-11-11-5-10-2-2-8-2-2-8-2-2-8-2
1281;When It's Love;Van Halen;1988-07-30;29;D:maj-A:maj-D:maj/3-G:maj-D:maj-A:maj-D:maj/3-G:maj-D:maj-A:maj-D:maj/3-G:maj-D:maj-A:maj-D:maj/3-G:maj-F:maj-C:maj-G:maj-D:5-F:maj-G:5-A:min-D:5-F:maj-G:5-Bb:maj-C:maj-D:5-F:maj-G:5-A:min-D:5-F:maj-G:5-D:5-F:maj-G:5-A:min-D:5-F:maj-G:5-Bb:maj-C:maj-D:5-F:maj-G:5-A:min-D:5-F:maj-C:maj-A:min-D:maj-A:maj-B:min-E:sus4-A:maj-D:maj-A:maj-B:min-E:sus4-A:maj-D:maj-A:maj-B:min-F:maj-G:maj-D:5-F:maj-G:5-A:min-D:5-F:maj-G:5-Bb:maj-C:maj-D:5-F:maj-G:maj-A:min-D:5-F:maj-G:maj-A:maj-D:maj-A:maj-B:min-E:sus4-A:maj-D:maj-A:maj-B:min-E:sus4-A:maj-F:maj-G:maj-F:maj-G:maj-F:maj-G:maj-A:min-D:5-F:maj-G:5-A:min-D:5-F:maj-G:5-Bb:maj-C:maj-D:5-F:maj-G:5-A:min-D:5-F:maj-C:maj-A:min-F:maj-G:maj-F:maj-G:maj-F:maj-G:maj-A:min-D:maj-A:maj-B:min-E:sus4-A:maj-D:maj-A:maj-B:min-E:sus4-A:maj-D:maj-A:maj-B:min-E:sus4-A:maj-D:maj-A:maj-D:maj/3-G:maj-D:maj-A:maj-D:maj/3-A:maj-D:maj-A:maj-D:maj/3-G:maj-D:maj-A:maj-D:maj/3-G:maj-D:maj-A:maj-D:maj/3-G:maj-D:maj-A:maj-D:maj/3-G:maj-D:maj-A:maj-D:maj/3-G:maj-F:maj-C:maj-F:maj-C:maj-D:maj-N;3-7-5-5-7-7-5-5-7-7-5-5-7-7-5-5-10-7-7-7-3-2-2-5-3-2-3-2-2-3-2-2-5-3-2-7-3-2-2-5-3-2-3-2-2-3-2-2-5-3-7-9-5-7-2-5-5-5-7-2-5-5-5-7-2-6-2-7-3-2-2-5-3-2-3-2-2-3-2-2-5-3-2-2-5-7-2-5-5-5-7-2-5-5-8-2-10-2-10-2-2-5-3-2-2-5-3-2-3-2-2-3-2-2-5-3-7-9-8-2-10-2-10-2-2-5-7-2-5-5-5-7-2-5-5-5-7-2-5-5-5-7-5-5-7-7-5-7-5-7-5-5-7-7-5-5-7-7-5-5-7-7-5-5-7-7-5-5-10-7-5-7-2-9
1256;Abacab;Genesis;1982-02-20;26;C:1/1-Bb:5/2-C:5-Bb:5/2-C:5-F:min7-G:sus4(b7)-Bb:maj/2-C:maj-Bb:maj/2-C:maj-Bb:maj/2-F:sus4/5-Bb:maj/2-C:maj-Bb:maj/2-C:maj-Bb:maj/2-F:sus4/5-Bb:maj/2-C:maj-Bb:maj/2-C:maj-Bb:maj/2-F:sus4/5-Bb:maj/2-C:maj-Bb:maj7/2-C:maj-Bb:maj/2-F:maj/5-D:min/b7-Bb:maj/2-C:maj-Eb:maj/6-C:min-Bb:maj/2-F:maj/5-Bb:maj/2-C:maj-Eb:maj/6-C:min-Bb:maj/2-F:maj/5-G:maj-F:maj/2-G:maj-F:maj/2-G:maj-F:maj/2-G:maj-Bb:maj/2-C:maj-Bb:maj/2-C:maj-Bb:maj/2-F:sus4/5-Bb:maj/2-C:maj-Bb:maj/2-C:maj-Bb:maj/2-F:sus4/5-Bb:maj/2-C:maj-Bb:maj7/2-C:maj-Bb:maj/2-F:maj/5-D:min/b7-Bb:maj/2-C:maj-Eb:maj/6-C:min-Bb:maj/2-F:maj/5-Bb:maj/2-C:maj-Eb:maj/6-C:min-Bb:maj/2-F:maj/5-G:maj-F:maj/2-G:maj-F:maj/2-G:maj-F:maj/2-G:maj-A:min-E:min-A:min-G:maj-B:min-G:maj-A:5-E:maj-X-Bb:maj/2-C:maj-Bb:maj/2-C:maj-Bb:maj/2-F:sus4/5-Bb:maj/2-C:maj-Bb:maj/2-C:maj-Bb:maj/2-F:sus4/5-Bb:maj/2-C:maj-Bb:maj7/2-C:maj-Bb:maj/2-F:maj/5-D:min/b7-Bb:maj/2-C:maj-Eb:maj/6-C:min-Bb:maj/2-F:maj/5-Bb:maj/2-C:maj-Eb:maj/6-C:min-Bb:maj/2-F:maj/5-Bb:maj/2-C:maj-Eb:maj/6-C:min-Bb:maj/2-F:maj/5-Bb:maj/2-C:maj-Eb:maj/6-C:min-Bb:maj/2-F:maj/5-G:maj-F:maj/2-G:maj-F:maj/2-G:maj-F:maj/2-G:maj-N-C:min7-F:min7/5-C:min-F:min7/5-C:min-F:min7/5-C:min-F:min7/5-C:min-F:min7/5-C:min-G:7/4-F:min7/5-C:min7-F:min7/5-C:min7-F:min7/5-C:min7-F:min7/5-C:min-G:7/4-F:min7/5-C:min9-F:9/5-C:min9-F:9/5-C:min9-F:9/5-C:min9-F:9/5-C:sus4-F:min7-G:sus4(b7)-Bb:maj/2-C:maj-N;1-10-2-10-2-5-2-3-2-10-2-10-7-5-2-10-2-10-7-5-2-10-2-10-7-5-2-10-2-10-7-9-8-2-3-9-10-7-5-2-3-9-10-7-2-10-2-10-2-10-2-3-2-10-2-10-7-5-2-10-2-10-7-5-2-10-2-10-7-9-8-2-3-9-10-7-5-2-3-9-10-7-2-10-2-10-2-10-2-2-7-5-10-4-8-2-7-7-11-2-10-2-10-7-5-2-10-2-10-7-5-2-10-2-10-7-9-8-2-3-9-10-7-5-2-3-9-10-7-5-2-3-9-10-7-5-2-3-9-10-7-2-10-2-10-2-10-2-4-1-5-7-5-7-5-7-5-7-5-7-7-10-7-5-7-5-7-5-7-7-10-7-5-7-5-7-5-7-5-7-5-2-3-2-11
680;All Those Years Ago;George Harrison;1981-08-15;2;D:maj-E:min-G:dim7-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-D:maj-E:min-G:dim7-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-A:maj-D:maj-E:min-A:7-D:maj-A:maj-D:maj-E:min-A:maj-D:maj-E:min-G:dim7-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-D:maj-E:min-G:dim7-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-D:maj-E:min-G:dim7-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-A:maj-D:maj-E:min-A:maj-D:maj-A:maj-D:maj-E:min-A:maj-D:maj-E:min-G:dim-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-A:maj-D:maj-E:min-G:dim7-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-D:maj-E:min-G:dim7-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-D:maj-E:min-G:dim7-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-D:maj-E:min-G:dim7-D:maj-F#:min-E:min-G:min-D:maj-B:maj-E:min-N;3-2-3-7-4-10-3-7-9-5-10-2-3-7-4-10-3-7-9-5-5-5-2-5-5-7-5-2-5-5-2-3-7-4-10-3-7-9-5-10-4-10-3-7-9-5-10-2-3-7-4-10-3-7-9-5-10-2-3-7-4-10-3-7-9-5-5-5-2-5-5-7-5-2-5-5-2-3-7-4-10-3-7-9-5-10-4-10-3-7-9-5-10-4-10-3-7-9-5-5-5-2-3-7-4-10-3-7-9-5-10-2-3-7-4-10-3-7-9-5-10-2-3-7-4-10-3-7-9-5-10-2-3-7-4-10-3-7-9-5-7
616;Mrs. Robinson;Simon & Garfunkel;1968-06-01;1;F#:5-B:7-E:maj-A:maj-D:maj-B:min-F#:7-E:7-A:maj-F#:min-A:maj-F#:min-D:maj-E:maj-A:maj-F#:min-A:maj-F#:min-D:maj-B:min-F#:5-B:7-E:maj-A:maj-D:maj-B:min-F#:7-E:7-A:maj-F#:min-A:maj-F#:min-D:maj-E:maj-A:maj-F#:min-A:maj-F#:min-D:maj-B:min-F#:5-B:7-E:maj-A:maj-D:maj-B:min-F#:7-E:7-A:maj-F#:min-A:maj-F#:min-D:maj-E:maj-A:maj-F#:min-A:maj-F#:min-D:maj-B:min-F#:5-B:7-E:maj-A:maj-D:maj-B:min-F#:7-E:7-A:maj-F#:min-A:maj-F#:min-D:maj-E:maj-A:maj-F#:min-A:maj-F#:min-D:maj-B:min-F#:5-C#:7/4-F#:5-N;7-5-5-5-5-9-7-10-5-9-3-9-8-2-5-9-3-9-8-9-7-5-5-5-5-9-7-10-5-9-3-9-8-2-5-9-3-9-8-9-7-5-5-5-5-9-7-10-5-9-3-9-8-2-5-9-3-9-8-9-7-5-5-5-5-9-7-10-5-9-3-9-8-2-5-9-3-9-8-9-7-7-5-5
917;Love Song;Anne Murray;1974-01-05;12;G:maj-A:min-D:maj-A:min-D:maj-G:maj-A:min-D:maj-A:min-D:maj-G:maj-A:min-D:maj-A:min-D:maj-G:maj-A:min-D:maj-A:min-D:maj-G:maj-A:min-D:maj-A:min-D:maj-G:maj-A:min-D:maj-A:min-D:maj-C:maj-D:maj-G:maj-A:min-D:maj-A:min-D:maj-G:maj-A:min-D:maj-A:min-D:maj-G:maj-A:min-D:maj-C:maj-N-G:maj-N;8-2-5-7-5-5-2-5-7-5-5-2-5-7-5-5-2-5-7-5-5-2-5-7-5-5-2-5-7-5-10-2-5-2-5-7-5-5-2-5-7-5-5-2-5-10-11-8-4
812;Super Freak (Part I);Rick James;1981-12-19;16;A:min/4-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj/b7-A:min-G:maj/b7-A:min-G:maj/b7-A:min-G:maj/b7-A:min-F:maj-G:maj-A:min7-F:maj-G:maj-A:min7-F:maj-G:maj-A:min7-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj/b7-A:min-G:maj/b7-A:min-G:maj/b7-A:min-G:maj/b7-A:min-F:maj-G:maj-A:min7-F:maj-G:maj-A:min7-F:maj-G:maj-A:min7-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj/b7-A:min-G:maj/b7-A:min-G:maj/b7-A:min-G:maj/b7-A:min-G:maj/b7-A:min-G:maj/b7-A:min-N;10-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-8-2-2-8-2-2-8-2-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-8-2-2-8-2-2-8-2-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-2
